"name","item"
"Kabuliwala","Dal Makhani"
"Curry Box","Dal Makhani"
"Haldiram's Prabhuji","Dal Makhani"
"MASALA KARI","Dal Makhani"
"Mama Chicken Mama Franky House","Dal Makhani"
"Abhi's Kitchen Club","Dal Makhani"
"SHIVANSHI NORTH BEST FOODIES","Dal Makhani"
"House Of Commons","Dal Makhani"
"DESI TADKA","Dal Makhani"
"Brothers' Amritsari Dhaba","Dal Makhani"
"24th Main","Dal Makhani"
"Hotel Dooars Mountain Orchid Restaurant","Dal Makhani"
"La Imperio","Dal Makhani"
"Vertu  The Lounge","Dal Makhani"
"Jay Nilkanth Food","Dal Makhani"
"UDUPI UPAHAR","Dal Makhani"
"Brundhavana","Dal Makhani"
"ITC Master Chef Creations","Dal Makhani"
"Truly Publik","Dal Makhani"
"Haldirams Prabhuji","Dal Makhani"
"Northwest Kebab & Curryhouse","Dal Makhani"
"Gupta Veg Dhaba","Dal Makhani"
"Desi bites","Dal Makhani"
"Sips and Bites","Dal Makhani"
"RAWAT CHICKEN","Dal Makhani"
"Indian Curry House","Dal Makhani"
"Biryani Bemisal","Dal Makhani"
"Hind Bhojnalya","Dal Makhani"
"Mantra Restro","Dal Makhani"
"COZY CORNER","Dal Makhani"
"Dilli-6","Dal Makhani"
"Tandoori hub","Dal Makhani"
"Jeet Bakers","Dal Makhani"
"Maharaja Thalis","Dal Makhani"
"Singh  Saab  De  Parathe","Dal Makhani"
"Theque","Dal Makhani"
"The Grand Saffron","Dal Makhani"
"Creative Fast Food","Dal Makhani"
"Rasoi-The Train Restaurant","Dal Makhani"
"The Butter Kitchen","Dal Makhani"
"Ahuja Vaishno Dhaba","Dal Makhani"
"Hunger Camp","Dal Makhani"
"FANTASTIC FOUR","Dal Makhani"
"Taproom By Sherlock's","Dal Makhani"
"Spicy Cottage","Dal Makhani"
"Biryani by ITC Master Chef","Dal Makhani"
"DynaBite","Dal Makhani"
"Madhuris Rasoi","Dal Makhani"
"Roni Punjabi Dhaba","Dal Makhani"
"Indian Paratha Factory","Dal Makhani"
"HISLERIM","Dal Makhani"
"kream n krunch","Dal Makhani"
"SKY GRILL","Dal Makhani"
"Bhullar's Butter Chicken Co.","Dal makhani"
"Big Bowl Company","Dal Khichdi Bowl"
"Urban Khichdi","Dal Khichdi [425 Gm]"
"Veg Luv Bowl","Dal Khichdi"
"Hari Om Chole Puri","Dal Fry Butter"
"Mr Eggies","Dal Fry Butter"
"Shiv Roop Food","Dal Fry & Jeera Rice Combo"
"Tripti Restaurant","Dal Fry"
"Goodluck Chicken Hub","Dal Fry"
"RK's Kitchen","Dal Fry"
"Shree Dwarkadhish Kathiyawadi","Dal Fry"
"Jain Veg New Family Restaurant","Dal Fry"
"Rimzim Dhaba","Dal Fry"
"Shiva'S Food Zone","Dal Fry"
"Rich Nutritionalwala","Dal Fry"
"Imperial Restaurant","Dal Fry"
"The Cloud","Dal Fry"
"Sri Udupi Food Hub","Dal Fry"
"Restaurant Ashoka","Dal Fry"
"peshwa family garden restaurant","Dal Fry"
"Mama's Food","Dal Fry"
"Jai Palace - Zayka Resaturant","Dal Fry"
"Desi Thath Garden Restaurant","Dal Fry"
"Srivastava Food point","Dal Fry"
"Ahmedabad - 15","Dal Fry"
"Aayu's Tasty treat","Dal Fry"
"CHOOLAA - INDIAN GRILLE","Dal Fry"
"Kismat Kathiyawadi Hotel","Dal Fry"
"Shree Kanha Sweets & Restaurant","Dal Fry"
"Panchvati Dining Hall","Dal Fry"
"Shree Marutinandan Kathiyawadi","Dal Fry"
"Real Paprika","Dal Fry"
"Balurghat Fast Food Service","Dal Fry"
"Turquoise Villa","Dal Fry"
"Chai Adda","Dal Fry"
"Chow Mein","Dal Fry"
"TATHASTU RESTAURANT","Dal Fry"
"Bapa Sitaram Lunch & Dinner Hub","Dal Fry"
"Rashtrakutas","Dal Fry"
"Shetty'S Kitchen","Dal Fry"
"Sri basaveshwara khanawale","Dal Fry"
"Hayaan's Kitchen","Dal Fry"
"Chasko Fast Food","Dal Fry"
"Saffron Restaurant","Dal Fry"
"KHANA DUMDAAR","Dal Fry"
"Rajwadi K Bhojanalay","Dal Fry"
"Aardash family restaurants","Dal Fry"
"Khalsa Punjabi Dhaba","Dal Fry"
"KHALSA HOTEL","Dal Fry"
"The Tiffin Zone (Paldi)","Dal Fry"
"Galaxy Restaurant","Dal Fry"
"EK DUM DESI","Dal Fry"
"Rajgharana Cafe and Restaurant","Dal Fry"
"Hotel Chulangan","Dal Fry"
"Lunch Buffet","Dal Fry"
"DEJA VU","Dal Fry"
"Jay Madi","Dal Fry"
"Capri Restaurant","Dal Fry"
"Coastal culture","Dal Fry"
"Bihari da vaishno dhaba","Dal Fry"
"Hotel Empire","Dal Fry"
"Pankaj Caterers","Dal Fry"
"Harshu's Late Night Munchies","Dal Fry"
"89 EXPRESS DHABA","Dal Fry"
"Sadda Meal","Dal Fry"
"Square Thali by Vittlebox","Dal Fry"
"SIRI UDUPI VEG","Dal Fry"
"Shri Sai Hotel & Restaurant","Dal Fry"
"SHREE KITCHEN","Dal Fry"
"Gurumauli Melting Point","Dal Fry"
"BBB Family Dhaba","Dal Fry"
"The Satkar Hotel","Dal Fry"
"Raghav Restaurant","Dal Fry"
"New Ansari Hotel","Dal Fry"
"Bytes - The Delicious Project","Dal Fry"
"Shree Adarsh Bhojan","Dal Fry"
"Mini Restaurant & Biryani Corner","Dal Fry"
"Hotel Naman","Dal Fry"
"OncMor","Dal Fry"
"The God's Meal","Dal Fry"
"Shree Bhairavnath Punjabi Bhojnalay","Dal Fry"
"1522 - The Pub","Dal Fry"
"Sushila Thali Wali Kitchen","Dal Fry"
"Singh'S Snacks Express","Dal Fry"
"Mohan's Dhaba","Dal Fry"
"Quick Bites","Dal Fry"
"Urban Express","Dal Fry"
"Qainaat-The Rooftop","Dal Fry"
"Kanhaiya Restaurant","Dal Fry"
"Swad Signal","Dal Fry"
"Breeze Hotel","Dal Fry"
"Swad The Food Corner","Dal Fry"
"PURNANAND SNACK CENTER","Dal Fry"
"Hotel Sairaj","Dal Fry"
"Kakaji`s Veg Restaurant","Dal Fry"
"Polra Kitchen","Dal Fry"
"Urban Hut - Taste Of Tandoori","Dal Fry"
"Punjabi Food Junction","Dal Fry"
"The Brothers","Dal Fry"
"Shri Uphar","Dal Fry"
"Hotel Saraswati Inn (Ice-Cube Restaurant)","Dal Fry"
"Hotel Silver Leaf","Dal Fry"
"Happy Food","Dal Fry"
"HOTEL THE AVENUE","Dal Fry"
"Sigdee","Dal Fry"
"DASTARKHWAN EK LAZEEZ MULAQAT","Dal Fry"
"Ashapura Bhojanalay","Dal Fry"
"DAS FAST FOOD","Dal Fry"
"Tadka Rasoi","Dal Fry"
"Indrapuri Family Restaurant","Dal Fry"
"Urbanspoon Kitchen","Dal Fry"
"Dalchini Restaurant","Dal Fry"
"Ashoka Bar","Dal Fry"
"MUNNA PUNJABI RASOI","Dal Fry"
"The Hunger of universe","Dal Fry"
"Shalimar kitchen","Dal Fry"
"Venus Restaurant By Shailgiri","Dal Fry"
"Food On Way","Dal Fry"
"Prachi Cafe House","Dal Fry"
"FOOD ON CALL RESTAURANT - Sai Nagar","Dal Fry"
"Bangalore Kitchen","Dal Fry"
"Ame Gujarati","Dal Dhokli [250 Gms]"
"Mewad Dal Bati","Dal Bati Mini Combo"
"Ghee Gud (SG Road)","Dal Bati Churma Combo"
"BALAJI FOOD","Dal Bati [1kg]"
"Shivam Bhojnalay","Dal Bati"
"Ghee Gud","Dal Baati Churma's Combo"
"MUMBAI CHAT","Dahivada Chat [Half]"
"Marutirao Misalewale","Dahi Vati"
"Mumbaiya Misal And Vadapav","Dahi Sev Usal"
"Chaatimes","Dahi Samosa Chaat"
"Bombay Bandra Faluda & Chat","Dahi Puri"
"Pushpaben","Dahi Pakodi"
"Lucky Bhel Center","Dahi Kachori (2 Pcs)"
"Sharma Bakery","Dahi Kachori"
"K.G.N.SHAWARMA CENTER","Dahi Chicken [500 Grms]"
"BANSURI VEG THALI RESTAURANT","Dahi Bhalla"
"One N Only Food Junction","Dahi 50 Ml"
"SAINI SWEETS","Dahi / Curd [ 100 Gm ]"
"Mohan Lassi Bhandar","Dahi"
"Sai Krupa Vadapav & Bhel Puri Center","Dabeli Butter"
"Arbuda Chavana And Farsan House-Memnagar","Dabeli [1 Piece]"
"Famous Sandwich","Dabeli (1 Pc)"
"Lucky Sandwich House","Dabeli"
"AMBICA DALWADA & KHIRU","Daal Vada [1kg]"
"Assi Tussi","Daal Makhni"
"Irani Chai Tea","Cutting Chai"
"Ramdev Panipuri Point","Cutlet"
"Hotel Sanketh","Curry"
"Bangalore Tiffins","Curd Rice"
"Andhra Meal Company","Curd"
"Garden Fresh","Cucumber Juice"
"Biryani Stock Exchange","Cucumber Gimlet"
"Crunchicken","Crunchy Chicken Burger"
"Momo King","Crunchy Cheese Momos [6pcs]"
"CAFE MARVEL","Crunchy Burger"
"Baba Burger","Crunchy Burger"
"MAULI BURGER","Crunchy Burger"
"Food Pirates","Crispy Veg Cutlat [2pcs] + Coke"
"Grandmas kitchen","Crispy Prantha"
"I.M Idliman","Crispy Idli"
"Chopstreet","Crispy Fried Chicken Wings"
"Taste Of Bengal","Crispy Fried Chicken Leg Bucket + Juicy Chicken Strips [3pcs]"
"Yummerica Fries","Crispy Fried Chicken Fingers (Strips)"
"XOOX Brewmill","Crispy Corn Kernels"
"Brewers cafe","Crispy Chilli Baby Corn"
"Yum Chinese","Crispy Chilli Baby Corn"
"Aquarium","Crispy Chilli Baby Corn"
"Foodie Baba","Crispy Chilli Baby Corn"
"Tasbi","Crispy Chilli Baby Corn"
"All Day Breakfast","Crispy Chicken Wrap"
"Chick N Joy","Crispy Chicken Tortilla Wrap"
"Eatopia Zannat","CRISPY CHICKEN"
"L81","Crispy Baby Corn"
"Nachos & More","Crispwrap"
"LAZIZ HOT PIZZA","Creamy Tomato Pasta Pizza"
"American Waffle House","Creamy Cold Coffee"
"Shree Amruttulya","Cream Roll"
"Brijwasi Sweet House","Cream Roll"
"Hinglaj Kachori Bhandhar","Cream Rajbhog"
"American Momos","Cream Paneer Momos (10pcs)"
"Hot 'N' Fresh Piza","Cream Of Soup"
"The hungry Restaurant","Cream Of Mushroom Soup"
"Cafe Awaken","Cream Of Mushroom Soup"
"Tea Brew","Cream Of Mushroom Soup"
"ITALIAN POP","Cream Of Mushroom Soup"
"IceBreakers Ice Cream","Cream Of Mushroom Soup"
"PURRed @Charlies","Cream Of Mushroom Soup"
"Ninan's Steakhouse","Cream Of Mushroom Soup"
"Hightide Resto Bar","Cream Of Mushroom Soup"
"Zouk Lounge","Cream Of Mushroom Soup"
"The Yellow Tree","Cream Of Mushroom Soup"
"Chianti","Cream Of Mushroom Soup"
"TUMMY TUCKER","Cream Of Mushroom"
"MINGS DYNASTY","Cream Of Mushroom"
"Sector 7 Cafe","Cream Of Mushroom"
"Kanti Sweets","Cream Bun"
"Fried Cheese","Couples Combo"
"The Healthy Stove","Cottage Cheese Steak With Fried Rice"
"Bistro Oui","Cottage Cheese Steak"
"Smoke the sizzler house","Cottage Cheese Steak"
"33 The Eatery","Corporate Packed Thali"
"Tres Amigos","Corn Salsa"
"PRAVIN HANMANT LOHAR","Corn Pizza"
"PIZZA PASTA DAY","Corn Pizza"
"Pizzeria Bistro","Corn Pizza"
"OLIVE GARDEN PIZZA","Corn Pizza"
"Mint Kitchen","Corn Pizza"
"New York Pizzeria","Corn Pizza"
"New pizza king","Corn Pizza"
"Hello Petuu","Corn Pizza"
"BUTTER BEANS CAFE","Corn Pizza"
"More & More","Corn Pizza"
"Pizzaria","Corn Pizza"
"Riali Pizza ( The Magic Of Pizza )","Corn Pizza"
"Le Vera Pizza","Corn Pizza"
"Jmv Condiments","Corn Mixture"
"Crusto's - Cheese Burst Pizza","Corn Exotica Pizza"
"CLOUD LASSI","Corn Cheese Sandwich"
"Flavours","Corn Cheese Sandwich"
"BHEL KATTA","Corn Cheese Sandwich"
"Aww! Momos","Corn Cheese Sandwich"
"CHOPATY CORNER","Corn Cheese Sandwich"
"Pocketz","Corn Cheese Ghugra"
"Saucy Wok","Corn & Cheese Momos"
"Momo Magic Mountain","Corn & Cheese Momos"
"Project Momowala","Coolberg Cranberry"
"Maggilicious","Coolberg"
"Super Chill - Gelato","Cookies & Cream"
"Jai Mataji Farsan and Sweets","Cookies"
"Gujjus Tiffin Point","Combo Tiffin (For 2 Persons)"
"South Dosa Corner","Combo Pack 2"
"AL-KARAM RESTAURANT","Combo For Two"
"The Fries Factory","Combo 7"
"Le Wrap Factorie","Combo 7"
"Udupi","Combo 6"
"7 star Ambur Dum Biriyani","Combo 5"
"Dhakka Mukki Eatery","Combo 5"
"Kathyawadi chatako","Combo 5"
"Kapilraj Bhajiya House","Combo 4"
"Dosa Corner","Combo 4"
"CURRIES N FRIES","Combo 4"
"Shri Ambica Sweet And Namkeen","Combo 3"
"Pizza Hub - The Frying Pan","Combo 3"
"La Fortuna Pizza","Combo 3"
"Pizza Heaven","Combo 3"
"William John's pizza","Combo 3"
"Crispy Studio","Combo 2"
"Shree Dhanu Krupa Tifin Service","Combo 2"
"Sapna cold Drink & fast food","Combo 2"
"Mahaveer Rabdi Bhandar","Combo 2"
"PIZZA  JUNCATION","Combo 2"
"K S Fast Food","Combo 1"
"British Pizza","Combo 1"
"Basil'S Pizzaria","Combo 1"
"Ashapura Fast Food","Combo 1"
"Sprout","Combo 1"
"Temptt Restaurant","Combo 1"
"Real Paprika - Chankyapuri","Combo 1"
"Le Arabia COMBOS","Combo 1"
"Klayworkz Barista","Combo 1"
"Koyla Kitchen","Combo 1"
"Hungers Den","Combo 1"
"Amirunisa Ambur Hot Dum Biriyani","Combo 1"
"Meghavi Foods","Combo 1"
"Annapurna Caterers","Combo-1"
"Kunafa World","Combo-1"
"DIVYA SWEETS AND RESTAURANT","Combo"
"Patiala Kart","Combo"
"Tero Parbon","Combo"
"Chapatiroll","Combo"
"Patel's buffet","Combo"
"Bombai Waala Shawarma","Combo"
"Rasna Buzz","Coleslaw Sandwich"
"Daddy's Grill","Coleslaw Sandwich"
"Munch Box","Coleslaw Sandwich"
"PORTOBELLOS","Coleslaw Sandwich"
"Burgers Bistro","Coleslaw Sandwich"
"BLENDBLAST JUICERY","Coleslaw Sandwich"
"The Urban Adda","Coleslaw Sandwich"
"DARK CHOCOLATE ROOM CAFE","Coleslaw"
"Southern Fried Chicken Xtra - SFCx","Coleslaw"
"Nando's","Coleslaw"
"Kunj Kitchen","Coleslaw"
"Where's My Burger","Coleslaw"
"Agra Famous Petha","Cold Drink [750ml]"
"Sher-e-Punjab","Cold Drink"
"Hotel Grand Ashoka","Cold Coffee with Ice Cream"
"Jail Cafe Bar","Cold Coffee with Ice Cream"
"M.B.Juice Corner","Cold Coffee with Ice Cream"
"No Great Shakes","Cold Coffee (350 Ml)"
"Riverfront Foodies","Cold Coffee (300ml)"
"Routine Point Cafe","COLD COFFEE"
"Mumma's Pizza Burger N Shake's","Cold Coffee"
"Cafe Bollywood","Cold Coffee"
"BEYOND TEMPTATION","Cold Coffee"
"Premium cafe","Cold Coffee"
"Mumbai Xpress","Cold Coffee"
"Mumbai On Plate","Cold Coffee"
"House Of Juice","Cold Coffee"
"The Black Bowl","Cold Coffee"
"ASHWINI BAKERY","Cold Coffee"
"JUICE N JOY","Cold Coffee"
"Shakes Wala","Cold Coffee"
"Muscleholics","Cold Coffee"
"MUMBAI 99 VARIETY DOSA PAV BHAJI","Cold Coffee"
"The King's Sandwich","Cold Coffee"
"Nagari Swad","Cold Coffee"
"Shakes Nagri","Cold Coffee"
"Food Costa","Cold Coffee"
"XO Belgian Waffle","Cold Coffee"
"WTF! Pizza's & Bar-be-que","Cold Coffee"
"Food Decker","Cold Coffee"
"Finch cafe","Cold Coffee"
"Shake's Of Hindusatn","Cold Coffee"
"Arora Juice","Cold Coffee"
"Food Mood","Cold Coffee"
"Food O Meter","Cold Coffee"
"T-Khana Cafe","Cold Coffee"
"D LASSI BOX","Cold Coffee"
"D Big Man Sandwich","Cold Coffee"
"D'VINE MOMO CAFE","Cold Coffee"
"Cutting Cafe","Cold Coffee"
"Shanti Kulfi","Cold Coffee"
"Shahi Juice & Shakes","Cold Coffee"
"SHREE KITCHENS","Cold Coffee"
"Yo Frankie","Cold Coffee"
"KABABS & CURRIES","Cold Coffee"
"NANDA FOOD","Cold Coffee"
"Arabian Shake-Zakariya Bazar","Cold Coffee"
"Farmerz","Cold Coffee"
"KAFE LIGHTS","Cold Coffee"
"POP Home Kitchen","Cold Coffee"
"Farki Milk Mart ( Drive In )","Cold Coffee"
"Farki - Ashram Road","Cold Coffee"
"Bhatia Milkshake","Cold Coffee"
"Farki","Cold Coffee"
"Momos Munch","Cold Coffee"
"John Banega Don","Cold Coffee"
"Polar bear","Cold Coffee"
"SETHI'S SHAKES& MORE","Cold Coffee"
"Italy-India-fusion","Cold Coffee"
"Bhayankar Burgers","Cold Coffee"
"Purohit Sandwich","Cold Coffee"
"Shawarma & More","Cold Coffee"
"Apna Adda Barbeque , Rolls And Tikkas","Cold Coffee"
"FRANKIE'S BURGER","Cold Coffee"
"Mom'S Kitchen","Cold Coffee"
"Frankie Station - Himalaya Mall","Cold Coffee"
"Mokoholic Juice 2.1","Cold Coffee"
"Bhookh Lagi Hai?","Cold Coffee"
"Jenny's Brownies","Cold Coffee"
"falashin juices and Dishes","Cold Coffee"
"Frenziee flavourzz","Cold Coffee"
"Mocha Cafe","Cold Coffee"
"Singh Burger s","Cold Coffee"
"Craze Over Coffee","Cold Coffee"
"Break a bread","Cold Coffee"
"Winner Pizzas (Fresh Dough)","Cold Coffee"
"CP's Pizzeria","Cold Coffee"
"Cozy Den Restaurant","Cold Coffee"
"Mithu Grilled Sector 7","Cold Coffee"
"B Brother's food cafe","Cold Coffee"
"The S Kitchen","Cold Coffee"
"Mise En Place Cafe","Cold Coffee"
"Bread Talk By Subash Juice Bar","Cold Coffee"
"pizza wala's","Cold Coffee"
"HUNGRY HEAD CAFE","Cold Coffee"
"William's Pizzeria","Cold Coffee"
"Anna From South","Cold Coffee"
"Milano Ice Cream","Cold Coffee"
"kathi express","Cold Coffee"
"Caffeine Machine","Cold Coffee"
"Frieday","Cold Coffee"
"Miami Waffles & Jawbreakers","Cold Coffee"
"Miami Waffle & Jawbreakers","Cold Coffee"
"Miami Shakes & More","Cold Coffee"
"Miami shakes & More","Cold Coffee"
"Engineer's Kitchen","Cold Coffee"
"DEEPAK'S FAST FOOD","Cold Coffee"
"Fruit King","Cold Coffee"
"Raj Purohit Sandwich","Cold Coffee"
"Coffee Day square","Cold Coffee"
"Fruktville","Cold Coffee"
"New German Waffles & Co","Cold Coffee"
"Box Bunny: The Thali Co.","Cold Coffee"
"Yumla","Cold Coffee"
"Sun & Moon Cafe","Cold Coffee"
"Bikaner Express","Cold Coffee"
"New Karnavati Dabeli And Vadapav","Cold Coffee"
"Sulaki Juice","Cold Coffee"
"Cloud Kitchen@555","Cold Coffee"
"Indiana Cake Boutique","Cold Coffee"
"Jay Kalyan Poha Center","Cold Coffee"
"KETO CAFE","Cold Coffee"
"GANESH FRUITS JUICE AND CHATS","Cold Coffee"
"New Pizza khalo","Cold Coffee"
"Ganpat chat and fast foods (Center Point)","Cold Coffee"
"Masti Juice Shahibaugwala","Cold Coffee"
"Yummylicious","Cold Coffee"
"Burger Xpress","Cold Coffee"
"Chaat Puchka","Cold Coffee"
"Khao magar pyar se","Cold Coffee"
"PIZZA DAY","Cold Coffee"
"Masala Chai","Cold Coffee"
"BATI CHOKHA WALA FAMILY RESTAURANT","Cold Coffee"
"starts@49 only","Cold Coffee"
"Cindrella Park","Cold Coffee"
"Pizza Craving","Cold Coffee"
"Hot N Cool Reloaded","Cold Coffee"
"Marleys The Milkshake","Cold Coffee"
"Jagdam Juice Bar","Cold Coffee"
"New York Churros Co.","Cold Coffee"
"Starboy Pizza & Shakes","Cold Coffee"
"New York Waffles & Dinges","Cold Coffee"
"Thicksip","Cold Coffee"
"Thikmilk Cafe","Cold Coffee"
"Egg Magic","Cold Coffee"
"Hot n Cool ( Ashok Nagar )","Cold Coffee"
"Gilhotra S Chimney Cones","Cold Coffee"
"Sanskari Paratha","Cold Coffee"
"Delis Food Factory","Cold Coffee"
"Chai Club","Cold Coffee"
"Cafe Piano - The Grand Bhagwati","Cold Coffee"
"Real shake & ice cream","Cold Coffee"
"Shiv Live Ice Cream","Cold Coffee"
"Chai Coffee And Conversation (CCC)","Cold Coffee"
"Sandwichworkz - The Fusion Street Cafe","Cold Coffee"
"Chai G","Cold Coffee"
"Cafe On The Way (Cafe OTW)","Cold Coffee"
"Wack Waffles & Brownies","Cold Coffee"
"Wack waffles & Brownies","Cold Coffee"
"EATING MESS","Cold Coffee"
"IDC kitchen","Cold Coffee"
"Cafe Medley","Cold Coffee"
"IFC Restaurant","Cold Coffee"
"Sn Blu Restaurants & Banquets","Cold Coffee"
"renuka food junction","Cold Coffee"
"vitamin juice house","Cold Coffee"
"Tea Post","Cold Coffee"
"4 Coffee","Cold Coffee"
"Samosa Point And Sweets","Cold Coffee"
"SAMOSA POINT","Cold Coffee"
"SAMOSA KING","Cold Coffee"
"Krishna juice","Cold Coffee"
"Shiva'S Coffee Bar And Snacks","Cold Coffee"
"Snackopedia","Cold Coffee"
"Rich Man'S Brownie","Cold Coffee"
"Mahi Juice","Cold Coffee"
"Mahi Food Court","Cold Coffee"
"Cafe Here & Now","Cold Coffee"
"Cafe Green","Cold Coffee"
"THE CHINESE KITCHEN & SHAKES","Cold Coffee"
"Burgwrap","Cold Coffee"
"Trippy Pav Cafe","Cold Coffee"
"Tephra Lounge","Cold Coffee"
"Magic Pancakes","Cold Coffee"
"Off Duty Cafe","Cold Coffee"
"Jade Garden","Cold Coffee"
"Great Burger Bar","Cold Coffee"
"Burger Express","Cold Coffee"
"Bun Maska Cafe","Cold Coffee"
"Ambika Roll Plaza","Cold Coffee"
"Mad Over Pizza","Cold Coffee"
"ROHIT WADEWALE","Cold Coffee"
"Charan Juice & Confectionery","Cold Coffee"
"Dreamcatcher The Cafe","Cold Coffee"
"Healthy & Hygiene","Cold Coffee"
"The Belgian'S Waffles","Cold Coffee"
"The Belgian Waffle","Cold Coffee"
"Twisted Toppings","Cold Coffee"
"Maahol Cafe","Cold Coffee"
"The Aroma House","Cold Coffee"
"SHREE RAM ICECREAM SHOP","Cold Coffee"
"La Pizzeria","Cold Coffee"
"Havmor Ice Cream","Cold Coffee"
"La Shake Esfera","Cold Coffee"
"Bole To.. Vadapav","Cold Coffee"
"GUJJAR KI THADI","Cold Coffee"
"Olive Kitchen & Cafe","Cold Coffee"
"M. S. Pizza Burger","Cold Coffee"
"Own Bake","Cold Coffee"
"Dosto Ki Yaari","Cold Coffee"
"Uma Snacks & Beverages","Cold Coffee"
"Harry'S Kitchen","Cold Coffee"
"Dostea Cafe","Cold Coffee"
"Uncle Jack's","Cold Coffee"
"CHHAYA CAFE","Cold Coffee"
"Vaibhav Restaurant","Cold Coffee"
"United Farmers Creamery UFC","Cold Coffee"
"Gym Food Lover's","Cold Coffee"
"Blue Cat Cafe","Cold Coffee"
"One Bite","Cold Coffee"
"S.A.L.T - Same As Last Time","Cold Coffee"
"Chatu'S Cafe","Cold Coffee"
"Happy Hours","Cold Coffee"
"Shivas Coffee Bar & Snacks","Cold Coffee"
"Bala's Food","Cold Coffee"
"Utthan Kitchen","Cold Coffee"
"Shree Bihari paan Waale","Cold Coffee"
"Bites & Beans","Cold Coffee"
"Bites And Beans","Cold Coffee"
"Cheers Ahmedabad","Cold Coffee"
"CHEERS PARATHA","Cold Coffee"
"Out Town Cafe","Cold Coffee"
"Ld Sweets & More","Cold Coffee"
"Fruit Lab","Cold Coffe With Oreo (350ml)"
"Fresh King","Cold Cocoa"
"Shreeji Lassi Corner","Cold Coco [300 Ml]"
"HRX by Eatfit","Cold Brew"
"Shree Jay Jalaram Dairy Farm","Cold-Coco Milkshake (200 ml)"
"Alma Of Aliments","Coke 750ml"
"Popular kitchen","Coke 300 Ml"
"Pizaa Express 2.O","Coke [250ml]"
"Mojo's pizza","Coke [250ml]"
"One Bowl","Coke (330 Ml)"
"ONE BITE   - Akola","Coke (300 ml)"
"momos world","Coke (250 ml)"
"Maggi Only","Coke"
"Eggcelent","Coke"
"Natural Ice Cream","Coffee Walnut"
"Bhervnath Tea Stall","Coffee Special Amul Gold"
"Theka","Coffee Ki Jawani"
"Iyanu Kitchen","Coffee"
"THE BAKE & JUICE WORLD","Coffee"
"Cauvery Tiffin Center","Coffee"
"MORAYA AMRUTTULYA TEA AND SNAK","Coffee"
"Samriddhi","Coffee"
"Baba Pavitra Bhojnalya","Coffee"
"TEA TIME","Coffee"
"MILKISS","Coffee"
"Labh Associate","Coffee"
"Laziz Dawat","Coffee"
"Thrill Zone (TZ Restro)","Coffee"
"Udupi Sannidhi Grand","Coffee"
"ANANGANALLUR KARUPATTI COFFEE","Coffee"
"The South Zone","Coffee"
"The Emerald Cafe","Coffee"
"Sweet zone","Coffee"
"Basic Kneads","Coffee"
"CHAI CLUB","Coffee"
"Saanvika Foods","Coffee"
"Aanand Tea Stale","Coffee"
"DESI TEA TIME","Coffee"
"Jay Jagannath","Coffee"
"Paratha King","Coffee"
"Ek One Uno Pizza Classick","Coffee"
"Simply South by YummyEats","Coffee"
"THE FOOD LAND","Coffee"
"Maria Restaurant","Coffee"
"Jay Ambe Tea & Snacks","Coffee"
"Saanvika Fries Box","Coffee"
"The Chowka","Coffee"
"Rajwadi Food","Coffee"
"City Junction Food Point","Coffee"
"Suruchi Veg","Coffee"
"Exotikal Hub Private Limited","Coffee"
"Ibaco","Coffee"
"Kanpuriya Bhais Kitchen","Coffee"
"Egglette","Coffee"
"Late Night Eat Right","Coffee"
"UTTARA KARNATAKA FOOD STORES","Coconut Burfi"
"Coco fit","Coco Pom Shake"
"Bread Box Sandesh Press","Cocktail Veggie"
"Cheers","Cocktail Juice (250 ml)"
"Empire Cafe","Club Sandwich"
