"name","sum"
"Hunger fried chicken","500"
"Italia Pizza","204"
"FOREVER ANDHRA","241"
"Tandoori Manzil","20370"
"Meggi House","111"
"Panaimaram Multicuisine Restaurant","181"
"KHA-LO","28269"
"S quista 27","1000"
"HoB","194"
"Aromas Terrace Kitchen","3875"
"Niviram Sandwich Corner","560"
"WOK HOUSE","69"
"KPS AMBUR BRIYANI","2264"
"The Royals Biriyani","181"
"Makers of shawarmas","11241"
"Sri Vasavi Chats BTM","8231"
"Chi chi Licious","15597"
"shere punjab veg","250"
"Priyas - Pure Veg","4241"
"ROTI GHAR KA","12602"
"Best shop","282"
"Delish Bake N Choc","111"
"Lassi & juice corner","2606"
"Gupta Chat Corner","1541"
"Gupta Vaishno Dhaba","718"
"New Dolphin Bakery","796"
"Book My Cake","14884"
"Charminas Briyani Centre","810"
"ZAN","15009"
"Bollywood Chai wala","231"
"Punjabi Restaurant- Hotel Ananad","167"
"World Of Shawarmas","5375"
"Aman Petha Store","431"
"Vindhwashni Bakers confectioners & florist","144"
"Brown Bear Bakers","6810"
"The Hungry Nomad","1019"
"The Sign","24264"
"Sri Raghavendra Hotel","10301"
"Pherlo Pherlo Chicken","380"
"Shakespert","1310"
"Annapurna Andhra Mess","1699"
"CAFE HAKINOS","8903"
"Bhookapet","120"
"CLOSE TO MY HEART","4259"
"Mom's kitchen","7741"
"Chulah Chicken & Roti","1245"
"THE SPICY AFFAIR","907"
"Cafe By Ego Kitchen","685"
"Season's Restaurant","894"
"Bandhan Sweets","7486"
"AL BAIK THE MANDI HOUSE","16347"
"Corner kitchen","88"
"Choi choi Momos","8231"
"HOTEL GRAND KARAIKUDI","3153"
"Burger In Moon","2690"
"firewood briyani","46"
"Biryani lazeez.in","60"
"Kshatriya biryanis","148"
"AKASHDEEP BAKERS","190"
"Stove House","4130"
"JoJo Pizza","69"
"Chikkanna Tiffin Room(Cubbonpet)","171"
"JUICE LIFE","162"
"Karim's- Original From Delhi 6","10903"
"Juice Bank","32069"
"Chaap Harbour","13037"
"Fungry Hut","324"
"Namma Madurai Militri","8231"
"Annapurna Soya Chaap Walle","569"
"HEALTHY THICKSHAKES FACTORY","97"
"SGF - Spice Grill Flame (Sec 19 Faridabad)","356"
"Sandwich Point","3486"
"Junction Of Taste","167"
"Gajanan Mithai Ghar","565"
"cake house","208"
"ONE TO EIGHT KITCHEN","14667"
"Fried wings","3273"
"The Projekt","79"
"New Oriental Wok","6481"
"DUMPED BY A DUMPLING","389"
"Yummy Tummy Restaurant","176"
"PAV MANTRA","148"
"Adinath Farshan","356"
"Cheesy Chunks","222"
"THOZHA RESTAURANT","866"
"Agra mithai vatika","773"
"BALAJI CHATPATA CHAAT CASTLE","60"
"Sil batta Authentic indian","34329"
"OBEROIS","889"
"Chilly Garlic","662"
"ONLI EGGS","1157"
"Vaishno Dhaba","2277"
"Kakaji`s Veg Restaurant","417"
"Tower Bavarchi Multi Cuisine Restaurant","6597"
"Krispy Kreme","163349"
"Sulthan's","4051"
"Parimala Sweets - Srinivaspura","491"
"Attrum Shuttrum Cafe","74"
"Great Vaniyambadi Biriyanis","93"
"HOME MADE MUTTON SOUP AND FOODS","3250"
"Cookshack Restaurant","380"
"Singham Sabji Puri Kendra","4495"
"Chinese Street","11565"
"Hot Samosa Point","12347"
"Field View Restaurant / FIELD VIEW KITCHEN","296"
"The Real Drums Of Heaven","0"
"The Burger Pub","24208"
"Zaika Punjab Ka","1019"
"Pizza Delicious","33990"
"YA GHOUSE CAFE","185"
"Toro Toro","426"
"Kwik Frites","6509"
"Momo Station","17815"
"The Cooler Company","176"
"GURU VAISHNO DHABA","46"
"Dum Sigdi","0"
"ANNAI ABIRAMI FOOD PRODUCTS","167"
"Baker Lounge (100% EGG LESS)","2120"
"Pizza House 2.0","227"
"Kolkata Rolls Corner","333"
"KRISHNA KE CHOLE BHATURE","20407"
"Ice Berg","7120"
"The Golden spoon","370"
"Heritage Cloud Kitchen","7824"
"Dosaji","417"
"18 Kafe","440"
"Flavour of Southvala","1319"
"CHICKY CLUB snacks box","542"
"Herbs and spices","162"
"Crunchy Creme","116"
"PATELS CHICKEN","157"
"Icy Spicy","20737"
"The Diner","296"
"Shawarma Doner","31222"
"Hungerbreak24x7","2569"
"J.Vikas Soya Chaap (Guru Nanak Nagar)","1130"
"Fusion Cloud Cafe","111"
"Breakfast King","3361"
"M3 Macch Mangsho & More","356"
"Abhiruchi andhra mess","10375"
"Hotel Maharaja & Lucknawi Darbar Restaurant","264"
"THE BELGIAN WAFFLE AND SPANISH CHURROS","125"
"TALLMANS CAFE","10977"
"Hungry Junction","1241"
"Deccan Durbar Restaurant","130"
"SR FAST FOOD COURT","69"
"The Lebanese Factory","144"
"Hokart - Darjeeling momos","1333"
"SRI KUMARAN RESIDENCY","162"
"ROYAL INDIAN KITCHEN","509"
"Coco fit","630"
"Hotel Nishant Inn","241"
"punjabi kitchen","97"
"Parijata pure veg","10204"
"pappu food court","3958"
"NF Biryani House","190"
"Heaven's Cakes","11009"
"Neema fast food & kulfi centre","100481"
"Cake Factory","102087"
"JAI LAXMI SOUTH INDIAN CAFE","1542"
"Aarna Food Corner","380"
"Veg Appetite Corner - Vijay Nagara","39185"
"New PepDep Non-Veg Pizza","565"
"CHAI SUTTA BAR DILSUKHNAGAR","384"
"SUN FLOWER","5218"
"The Liquid Store","616"
"Lunch Box Factory","69236"
"THE RICE NOODLES","16231"
"AL KARIM S FOODS","5819"
"Select Fresh - Rooftop Cafe","778"
"PM Biriyaani","13903"
"STUPID BAR & KITCHEN","792"
"Prem Di Hatti","3436"
"VIP FOOD COURT AVADI","1190"
"Trippy Snacks - Fries, Momos & Desserts","1866"
"Phoenix pizza","1824"
"BADNAM FAST FOOD","139"
"Chinese Hut","43649"
"The Masala Story","14805"
"SAINI TIKKI WALA","5176"
"Neerav Chinese Cusine","6620"
"Shree Santhosh Family Dhaba","1236"
"Rolling Over Rolls","111"
"Shashas shawarma","176"
"NOSTALGIC KOLKATA","2963"
"HOT DOG BURGER POINT","2176"
"Sharma ji Pizza","1556"
"Bayleaf OTG (On The Go)","181"
"JP RESTAURANT","12981"
"Amigos Snacks and Shakes","139"
"Chinese Innings","65"
"BURGER & PASTA BY  BAKEOLOGY","5583"
"5 Flavours","8750"
"RASOI SHAWARMAS","26907"
"Square Thali by Vittlebox","1963"
"Sristi's Kitchen","144"
"Heera Mahal","889"
"Tuscana Pizzeria","69"
"Eating Circle And Juice Center","361"
"S.P Food Plaza","2829"
"BBMCAFERESTRO  TANDOORI BITES","352"
"Ba Ki rasoi","0"
"Makers Of Milkshakes","42953"
"MATHURA LASSI","426"
"Chinese One","380"
"SRI KARPAGAM MESS","3130"
"Uttam Taste Of The South","366"
"PURPLE FOREST.","78407"
"Cafeterio 24","514"
"The Little Attic","83"
"Ajay cafe","102"
"BonGo","9356"
"Bombay Meri Jaan","1407"
"Kolkata Special Kathi Roll","352"
"Punjab King","2991"
"MEISHI INDI WOK","3981"
"Chettys Corner","65579"
"Chaat Point","2931"
"The Pizza Hub","4578"
"GUPTA VEG FOOD","907"
"Delight Home","4954"
"Khushboo","9644"
"ybiryani","1694"
"The Hot Chicks","3694"
"Mcrennett ( Ambattur)","333"
"SAKA Burger","46"
"MOMOGASM","755"
"DRISHTI FAST FOOD POINT","93"
"ARIMA RESTAURANT","1602"
"HiGhway Chinese and Biryani","384"
"TIKKA SHIKKA","926"
"FELFELAH RESTAURANT","403"
"The Pavitra Pure Veg Restaurant","194"
"S L V BANGARPET CHATS","30639"
"La Taco","125"
"AMBOO KITCHEN","58944"
"Pizza Pastry Paradise","755"
"Raat Ka Badhsha","1384"
"Aami Bangali","84972"
"BUBBLE RECAP","7755"
"BAI VEETU BIRYANI","1648"
"THE PIZZA WORLD","88093"
"SMOKEY STATION","532"
"The enjoy bakers","7343"
"National Food Court","204"
"Burganic Buzz","9950"
"SHER BHOJAN","185"
"MATU RAM GOHANA JALEBI","505"
"CUP O CAFE","995"
"Pishori Zaika","7611"
"kunafa club","2694"
"Shinda Meat Corner","4838"
"Mandya Donne Biryani","7319"
"Drink Eat Fun","810"
"Doon Metro Hotel & Restaurant","3708"
"Chai club attapur","139"
"Bannerjee Inn Flavours","194"
"Tj's Burger Bar","324"
"Anushka Pizza","2194"
"The Delivery Boy","282"
"CANE HUT","1199"
"Rubi Restaurant & Hotel","83"
"Damino's Pizza","199"
"DHABA CAFE","273"
"New GFC HOTEL kumarswamy Layout","14667"
"Qualeaty Grubs","185"
"Tube Makers Club","597"
"LI & PO ASIAN KITCHEN","148"
"Baba Chicken (Sector 22)","125"
"DEEBA HOTEL","690"
"Decoction The Tea Bar","5000"
"Raj uncle's Naattukozhi Cup Curry","407"
"Aaiye Janab Khaiye","384"
"Fusion bites","213"
"Cake 24Ghante","532"
"Baklava King","7523"
"TOSTA","1389"
"Rajnandini Restaurant and Banquet","46792"
"Miami Juice World","19907"
"DARLING RESTAURANT","972"
"Chaska hub","315"
"CHAI.ON","19056"
"Miami Waffles & Jawbreaker","4954"
"STAR TAJ HOTEL & FAST FOOD","394"
"B2B starters  KADHER BHAI BIRIYANI","125"
"Hotel Jhari Palace","972"
"sattvam","5167"
"French Omelet (Sec 4)","46569"
"Burger Kingz","1329"
"PAPPU MISHRA CHAT CORNER","190"
"Aquatic palace","190"
"SPICE LAND","1204"
"Kabab Aur Shabab","25885"
"CHANDIGARH JUNCTION","69"
"Kismat Restaurant","74"
"Eating Point (Sector 70)","102"
"Kohinoor restaurant","181"
"Hotel Grand Sita","22546"
"Dhawan Delights","528"
"Hotel Maa","4847"
"24 Hour Cake","88"
"The Biryani Master","361"
"Indian Bowl","1676"
"Aprajita Family Restaurant","1356"
"DISHOUT EXPRESS","1162"
"Rahmath Restaurant","912"
"Veera's Chicken","7824"
"The Bombay Club","282"
"FAUJI DA DHABA","2792"
"OCEANAA SEA FOODS","18745"
"Kachchhi Restaurant & Dabeli","20042"
"MANISHA RESTAURANT","1306"
"Bunty Di Hatti Since 1982","32852"
"MEGHDUTH BIRYANIS","2070"
"All Day Parathas","14907"
"Rajwadi Bhojnalay(Sec 16)","1181"
"Farmerz","2556"
"Gummadi Grand","1968"
"Any Time 2","171"
"Sri Ruchi Veg","18713"
"Chai world","1329"
"OUZ BIRYANI CENTRAL","1384"
"Red Chilly Restaurant & Banquets","48231"
"Bira 91 Limited Release Taproom","3157"
"SARBAT RASSOI","356"
"Garden Hut","4250"
"THE BOWL PROJECT","2440"
"Food Cafe - Fast Food Joint","204"
"The pizza maestro","218"
"Centre Point Restaurant","116"
"JIGARTHANDA FACTORY","62537"
"Kumar'S","2731"
"WRAPIZZZZ","46079"
"Paradise Pizza","3732"
"Sardar Ji Tandoori Junction","11824"
"Pizza Delight Cafe","3065"
"GO THALI","810"
"Singh's Tadka","102"
"new chettinad veg and non veg","375"
"PEACE CAFE","100592"
"New China Gate","542"
"Kaapi Club","1306"
"REHOBOTH FRIED CHICKEN RFC","2194"
"KADAI SE","3069"
"The Golkonda Kitchen","398"
"Sandwich Flames","1000"
"Chaat Heaven","78412"
"Bhardwaj Fast Food","8833"
"FOOD MY WAY","7167"
"Biryani by Kg","602"
"LUSH","380"
"DAILY SNACKS CAFE","1412"
"cake factory","389"
"BIRYANI BOX","26130"
"EAT - East Asian Treats","4718"
"Sandwich Rush","3681"
"HYD BIRYANI ATM","222"
"Sikkim Fast Food","10875"
"HUNGRY HEAD CAFE","25356"
"Madhur Muskan Vaishanav Hotel","241"
"N Grills Food Court","6486"
"Bhopali Hub","10023"
"PIZZA LOUNGE","717"
"Cake Box","15338"
"Like and Share Cafe","42"
"MNR Food Container","139"
"Dinner Box Chicken and Curries","0"
"PEDDLING HUMMUS","116"
"ARADHANA","1343"
"Turban Tadka","2583"
"Cha Bar","611"
"Annu Chinese 100% Veg","134"
"Shere Punjab Restaurant","9611"
"THE DIMSUM THEORY","991"
"STAR BRIYANI","907"
"Sai Balaji Bhavan","65"
"Grazers Resto Cafe","79"
"THE EARTHEN FOODS","167"
"ChaiRAS","120"
"Glocal Junction","977"
"Pizza Inn Box","102"
"Chinese food factory (laxmi nagar)","2231"
"KAUSYIK CATERERS","2583"
"Mataam","931"
"Make My Thali","5282"
"BBQ Night 1996","523"
"Chatterjee Hotel","9560"
"Kesar Shudh Vaishno Dhabha","458"
"Urban House","134"
"Kanika caterers","185"
"Nourich","2213"
"Facilitti","333"
"Bharjari badoota","27444"
"Anupam's Coast II Coast","306"
"Healthy Rolls N Biryani","2282"
"ZAIKA NATION RESTAURANT","83801"
"Healthy Soul Co.","1463"
"Mohan Murge Wala","1611"
"CHINESE BITES","750"
"A-1 Punjabi Food Point","17444"
"Angaara","482"
"Pulusu Bangalore","903"
"Great Plates","79"
"Bhimsing Bhaji Pav","3153"
"KALSANG","333"
"Mamu","713"
"Royal Veg and Non Veg Family Restaurant","4833"
"The Roastery Club","509"
"Thindi","12231"
"AGRA SWEET HOUSE","856"
"Afroz B2C Chinese Fast Food","83"
"Sri Thirupthi Tiffens","222"
"FreshMenu","148074"
"STAR MOMO","4977"
"Balaji Foods","10046"
"SWAD KOLHAPURI","2986"
"Ohri's Happy Takeaway","8823"
"Thehastagburger","958"
"Sm food court","2157"
"Foods Healu","972"
"Odia Oota","3537"
"Non Veg Point","727"
"Today's Pizza","421"
"Prajapati Live Handvo And  Maggi","1366"
"Hotel Vani","333"
"Family pizza","630"
"COUNTRY CHICKEN","194"
"Khana Wala","5213"
"Choudhary Dhaba","833"
"Daily Dose Cafe","250"
"Dhwani","366"
"SHERAC BIRYANI HOUSE","116"
"SARDARJI CHAAP WALE","889"
"Royal Sweets & Fast Food","681"
"Hindustan Family Restaurant","1500"
"Aromas of China","625"
"FACEBOOK ADDA","417"
"ATITHI TASTE OF JAYCA","6481"
"Old Box Cafe","18954"
"Al Forno! Straight Outta Italy","417"
"BITE N LICK","3171"
"Italian Mojo Pizza","1097"
"Fresh Fusion Grill Bite","292"
"Hotel New Delux Fast Food Family Restaurant","412"
"YoYo Cafe By Saffron","2023"
"KEKOU","51"
"CHOPRA CHICKEN","7653"
"Goldie's Roost","46"
"Briyani Kadai","19597"
"Chicken Pakoda","231"
"SARTAJ BAKERY","148"
"Needs Fast food joint","4162"
"The Basement Food Truck","6301"
"Sarvottam Banquet And Restaurant","2139"
"GO 4 EAT","69"
"Sathya Cafe","644"
"Krishna Food","1284852"
"Bombay Royal Falooda","2667"
"Grill Inn","118659"
"Dhorajiwala Sweets And Namkeen","1245"
"New Charlie's Food","343"
"Amavi","93"
"The Ame Rock Pizza Pie","3287"
"HUNGER ZIEL","2153"
"Polka Bakery","21958"
"AbsAbsoluteBarbecues","977"
"The Cups","120"
"Pizza & Chicken Mahal","79"
"Makers Of Thickshake","227"
"Khaplang","39106"
"The Kathi & Sandwich Factory","1444"
"Biryani Hyderabadi","245"
"Utopia Residency","454"
"North Indian Island by Chef Connect India","97"
"Saj bake shake","991"
"DELHI KA CHULA","481"
"Kings Chinese Bowl Fast Food","324"
"Kattanum Puttum","88"
"Annapurna New Suruchi Hotel","1616"
"A ONE MURADABADI CHICKEN BIRYANI","2505"
"SnackArt","153"
"Sai Gokul Chat","4639"
"Treats","305"
"SURABHI HOTELS","1968"
"A V South Indian","24097"
"FOOD CITY FAMILY RESTAURANT","519"
"Cafe Merazz","1810"
"SpeedBreaker","8231"
"BRB - Burger to Biryani Co.","3176"
"Yuga Hotel","102"
"Flying Spaghetti Monster","2713"
"CAKE CORNER","6917"
"Taproom By Sherlock's","157"
"Aiyyyo Dosa","370"
"HOTEL VIRAT VEG- NON VEG","27662"
"Bad Food","134"
"Chatora Chaat Corner","14426"
"TN 22 Grill and BBQ","93"
"Nepali Rasoi Ghar","579"
"Foodiz Dhaba","6301"
"KADAI  MULTICUISINE FAMILY RESTAURANT","2838"
"Haldiram's","80613"
"The Matka Khichdi","2097"
"City Sqaure Cafeteria","4731"
"FRIES.COM","2671"
"Telangana House","264"
"SWEET & SPICE SNACKS POINT","176"
"Althaf Food Court - MAD FOODS","4269"
"Udupi Grand Veg","2782"
"BIGG BOSS RESTAURANT","51"
"Desi haandi","102"
"Cakes N Cookies","1513"
"KULLHAD CHAI","14375"
"Chef n Spice","333"
"Kebabs & Curries","2805"
"Mad slice","56"
"Tirupati hotel","394"
"Franky's Kitchen","46"
"Hub of taste","1477"
"Anand Bhojnalay (Pure-Veg)","83"
"Kolkata Ar Zaika","185"
"Dhaba by Royal Spice","3407"
"Popking popcorn","583"
"RAJU CHINESE FOOD (Rajouri Garden)","42"
"REDDY'S BIRIYANI HOUSE","102"
"Little lebanon","3069"
"Chicken Lovers","79"
"CRAFTY CAKES","722"
"Taj Crest","5190"
"F Connexion","12880"
"Baker's Cafe","227"
"RICH GRILLS RESTAURANT","1481"
"Shri Ganesh Corner (Laxmi nagar)","125"
"THINDI MANE OOTA","1019"
"MEME'S CAFE","167"
"Swastik Bakery","1769"
"Barbi kitchen","26074"
"HOTEL SANGEETHA HOT DUM BIRYANI & PAROTTA CORNER","49241"
"CUTIEPIE BAKERS","185"
"Gyan Vaishnav","1019"
"Shri Bhola Veg Corner","31176"
"PIZZA VIBE","782"
"Spice Villa","4861"
"Kartik s Mithai","569"
"Bhagwan cake house","28269"
"KRISH Food Point","37"
"Burger Frame","204"
"Homely Fit","3606"
"Cafe Amour","148"
"RRR FAMILY RESTAURANT","46"
"CAKE ON RACK","921"
"SK BURGER MAN","167"
"Malik Regency","9431"
"Rambilash paw bhajiwala","9565"
"Fishers Pick","17648"
"Moolchand Paratha (Kalka Ji)","190"
"Delhi Famous Pao","204"
"Let's Noodle","241"
"Apteat","1657"
"BOX9","106"
"Golden Momo","8019"
"Dharamshala Cafe","2569"
"Cheers restaurant","6991"
"FUEL BOX","176"
"FIVE STAR CHICKEN (BADRI FOODS AND BEVERAGES)","11935"
"Al Rashid Hotel","93"
"Pop Toad Bakers & Confectioners","130"
"Cafe Litt","11875"
"Phulka Factory","1213"
"Paratha Fusion","389"
"Cool Uncle Icecream Lounge And Cafe","583"
"HOTEL AL HAYAT","23486"
"F2 Food and Fun","1968"
"Book My cakes","528"
"HOT POT KITCHEN","49797"
"Crispy Chicken Express","2417"
"Shree Ram Cafe","4384"
"China Bowl","11740"
"Cafe Here & Now","926"
"Nikhils hot&spice chinees fast food","741"
"Tasty Hut's Afghani Soya","2486"
"Khwaza Biriyani","16662"
"Durga lunch home","245"
"Mamta magic kitchen","898"
"NEW SURYA SWEETS AND SNACKS","8231"
"Scoops Rolled icecream","2514"
"Nice Tiffins Meals Snacks At Fec","134"
"VC HOMEMADE MULTICUISINE FOODS","486"
"Aramana","912"
"PADAI VEEDU RESTAURANT","5667"
"Nizam Biryani Catering","2194"
"A K Bowl Of Health","208"
"Ajeet Retail LLP (Farm Krisp)","333"
"Michi'S","93"
"The Curry Club","315"
"Freakones","97"
"STARDOM CAFE","176"
"ASHIRWAD RESTAURANT / MAHADEVI W/O RAJSHEKHAR MALI","4042"
"the kitchen express","431"
"Wah wah Biryani","204"
"Manhatten Burgers","19116"
"Breakfast Katta","10444"
"Maini's Inc.","2847"
"SHANE AVADH HOTEL","389"
"Free house snacks and biryani","74"
"Paratha home","4231"
"KUTTEA SERVE KITCHEN","4134"
"THE HEAVEN","1060"
"Green Bar Juices & More","65"
"Chinese and Roll king","10181"
"Mehfil Biryani by Zakir Khan","217768"
"Hotel Sai Shradha pure Veg","583"
"Happy Tummy","10199"
"So. The Sky Kitchen","69"
"Apni Rasoi Restaurant","204"
"Homemade Biriyani corner","6593"
"Altaf's Chillies Restaurants","889"
"KOLKOTA CHAT CENTRE","486"
"Rolls N Grills","4523"
"TANISI MULTICUISINE RESTAURANT","69"
"ZAYKA By Hotel Abhilasha","194"
"Vaishali Deluxe","653"
"Khana Shana","1028"
"Homemade kitchen","222"
"domino'z pizza","435"
"Tootles Cafe","0"
"Baba Veg & Non Veg Restaurant","1231"
"TASTE OF SHAKES","24463"
"New Thalassery Hotel","1676"
"The food story","435"
"Tea Creame Cafe","28269"
"Sri Sai Foods","28754"
"24hourcake&flower.com","5121"
"ONESTA PIZZA HUT","2894"
"Ocean's Basket","4417"
"ROLLS AND MORE","60"
"SONU RESTAURANT","1153"
"New Public Headquarter Restaurant","17773"
"CUBE EAT","671"
"Malabar Family restaurant","1889"
"Handi Biryani Co","106"
"Flavor Me","1731"
"Chakh-Na","407"
"Glorious  Bakers","10431"
"The Bowl Saga","162"
"Pristine Eatery","1194"
"Delicious Center","7306"
"SPECIAL DUM BIRYANI (HFC)","91495"
"VRINDAVAN SWEETS AND RESTAURANT","931"
"Big Chicken","1532"
"MANGALORE LUNCH HOME","3634"
"Gazi Shawarma","162"
"ADUKKALA KL 58","1190"
"Hotel Albela The Veg Restaurant","898"
"New Paratha Village","4398"
"Hello Kabab","17106"
"Hanu kings premium","764"
"Mansi Pizza","41065"
"GOLA SIZZLERS","325"
"RELAX BAKERS","69"
"Zam Zam Chinese and Grill","139"
"Parvathi Bavan Sweets","2314"
"Anna Dosa","9388"
"GOODIES BAKERY","194"
"MEME FOODIES CORNER","16278"
"K AND K BAKERS","4852"
"Pizza and Burger Cuisine","287"
"Dal Cheeni","153"
"3Cs cafe","3065"
"VALLI KANDAN'S HOME KITCHEN","241"
"RECIPE","1889"
"Roof Garden Restaurant and Cafe","403"
"Janta Super Omlet","1046"
"Chai Nashta Bar","2148"
"Weds & more","347"
"SPICY N SPICE","74"
"south indian food factory","2431"
"PARATHA PLAZA","19893"
"Dawat-E-Biryani","916"
"Ranjana Sweets & Snacks","361"
"Shiv Cold Cafe","394"
"Golden fry chicken","13065"
"Brew-Berry Cafe","1648"
"Sri krishna sweets","1570"
"SIT & CHAAT","181"
"Pao Pao Box","4093"
"Kings Dhaba","60"
"Soda Junction","356"
"Damnhot fast food and Momo","139"
"Udupi Grand","2069"
"SNACK 'N' SIP","1361"
"Karim Biryani","10352"
"HIGH ON GREEN","2403"
"Eating Point(Phase 2)","162"
"Taste of Mangalore","565"
"TAJ MAHAL BIRIYANI","120"
"Dads kitchen Moms masala","250"
"DELICIOUS PIZZA LOTUS KITCHEN","894"
"Shris Coffee","856"
"Hotel Premier","972"
"FIVE STAR CHICKEN - Ramsandra","21833"
"Exotica Paradise","13569"
"JEE SHAWARMA","2130"
"Rohit Vaishnu Dhaba","1588"
"Paandikadai-Chettinad kitchen by Salt","1269"
"Hyderabadi Biryanis","116"
"Hafeezpet Vantillu","1213"
"Masth Chai","1630"
"PARATHE HI PARATHE","194"
"chennur Biryani (New Branch )","329"
"CAKE OF PARADISE","1718"
"ROYAL HAVELI","1329"
"DONUT HUBB","3588"
"Chaat Waali Gully","8213"
"STANDARD ICE CREAM(Rohini sector-6 Ayodhya chowk wale)","241"
"Fresh Pure Restaurant","657"
"SRI AMMANA KAI RUCHI NATI STYLE","745"
"Cakers by Sachdevas","68949"
"Paratha corner","2023"
"The Chinese Kafei","148"
"Sri Amul Tiffins Centre","4875"
"Kerala Resto Cafe","1630"
"Romano's","444"
"Jai maruthi 99 variety dosa & pav Bhaji corner","83509"
"Eggsplode","1018"
"Raw Cafe  Restaurant","389"
"MN's Kitchen","3319"
"Tandoori Khazan","106"
"Dilli Dawat","4060"
"CRISPY TOWER","0"
"S F Kabab Center","1792"
"Masala street","16935"
"Chung Hua Estd 1983","6486"
"PAI Hotel","1704"
"AADAMS BIRIYANI","546"
"Fried Chicken Hub","74"
"AMRITSARI CHASKA","0"
"SAHAJA FOODS","468"
"Madras Masala House","1023"
"Cake Cafe","109523"
"BRINDAVAN SWEETS","1102"
"Baithak Cafe & Restro","704"
"ALBEIK SHAWARMA","4509"
"Munching Beast","3699"
"Estrella - Homemades","343"
"HINDU MILITARY HOTEL","222"
"Surti Egg Wala","31667"
"Maruti Bhojnalaya","113259"
"Cafe Diva","296"
"Jay Jagannatha Sugercane Juice Cente","343"
